code_insee	Commune	Region	latitude	longitude	Population_Totale	Num_Region	Num_Dep	nbr_total_culturel	Nbre_culturels_N_habitants	Nbre culturels pour1000 habitants
1030.0	Beauregard	Auvergne-Rhône-Alpes	46.0008580204	4.75600664694	845.0	84.0	1.0	2	2.366863905325444	2.366863905325444
1032.0	Béligneux	Auvergne-Rhône-Alpes	45.8591464826	5.13989505865	3463.0	84.0	1.0	1	0.28876696505919724	0.28876696505919724
1033.0	Valserhône	Auvergne-Rhône-Alpes	46.1067901755	5.83202736464	16611.0	84.0	1.0	10	0.6020107157907411	0.6020107157907411
1034.0	Belley	Auvergne-Rhône-Alpes	45.7494697806	5.68412365526	9570.0	84.0	1.0	16	1.671891327063741	1.671891327063741
1036.0	Valromey-sur-Séran	Auvergne-Rhône-Alpes	45.8847475883	5.65115788055	1366.0	84.0	1.0	3	2.1961932650073206	2.1961932650073206
1037.0	Bénonces	Auvergne-Rhône-Alpes	45.8374974718	5.48285330863	313.0	84.0	1.0	1	3.1948881789137378	3.1948881789137378
1038.0	Bény	Auvergne-Rhône-Alpes	46.3188629218	5.28253433405	782.0	84.0	1.0	2	2.557544757033248	2.557544757033248
1040.0	Béréziat	Auvergne-Rhône-Alpes	46.3674371012	5.04021655965	492.0	84.0	1.0	1	2.032520325203252	2.032520325203252
1042.0	Bey	Auvergne-Rhône-Alpes	46.2191748844	4.84642690241	297.0	84.0	1.0	1	3.3670033670033668	3.3670033670033668
1043.0	Beynost	Auvergne-Rhône-Alpes	45.8390325448	4.99738002182	4991.0	84.0	1.0	3	0.6010819475055099	0.6010819475055099
1046.0	Biziat	Auvergne-Rhône-Alpes	46.2266794269	4.94084673168	917.0	84.0	1.0	2	2.1810250817884405	2.1810250817884405
1047.0	Blyes	Auvergne-Rhône-Alpes	45.8469686113	5.25166055884	1327.0	84.0	1.0	1	0.7535795026375283	0.7535795026375283
1049.0	La Boisse	Auvergne-Rhône-Alpes	45.8446213549	5.02783224111	3438.0	84.0	1.0	1	0.29086678301337987	0.29086678301337987
1050.0	Boissey	Auvergne-Rhône-Alpes	46.3727973545	4.9989764059	390.0	84.0	1.0	1	2.5641025641025643	2.5641025641025643
1052.0	Bouligneux	Auvergne-Rhône-Alpes	46.0232774841	4.99252709276	333.0	84.0	1.0	2	6.006006006006006	6.006006006006006
1053.0	Bourg-en-Bresse	Auvergne-Rhône-Alpes	46.2051520382	5.24602125501	43210.0	84.0	1.0	52	1.2034251330710484	1.2034251330710484
1054.0	Bourg-Saint-Christophe	Auvergne-Rhône-Alpes	45.8861934456	5.14349196896	1553.0	84.0	1.0	1	0.643915003219575	0.643915003219575
1056.0	Boyeux-Saint-Jérôme	Auvergne-Rhône-Alpes	46.0363677631	5.46322744717	364.0	84.0	1.0	2	5.4945054945054945	5.4945054945054945
1057.0	Boz	Auvergne-Rhône-Alpes	46.4051688134	4.9135797178	526.0	84.0	1.0	1	1.9011406844106464	1.9011406844106464
1058.0	Brégnier-Cordon	Auvergne-Rhône-Alpes	45.6416854652	5.61653371	837.0	84.0	1.0	2	2.389486260454002	2.389486260454002
1060.0	Brénod	Auvergne-Rhône-Alpes	46.0759940484	5.61418361314	529.0	84.0	1.0	1	1.890359168241966	1.890359168241966
1061.0	Brens	Auvergne-Rhône-Alpes	45.7135069062	5.68998154517	1163.0	84.0	1.0	1	0.8598452278589854	0.8598452278589854
1064.0	Briord	Auvergne-Rhône-Alpes	45.7708330939	5.48537461884	1118.0	84.0	1.0	5	4.472271914132379	4.472271914132379
1065.0	Buellas	Auvergne-Rhône-Alpes	46.2104135162	5.14487465017	1916.0	84.0	1.0	2	1.04384133611691	1.04384133611691
1067.0	Ceignes	Auvergne-Rhône-Alpes	46.1256533435	5.49457379202	273.0	84.0	1.0	1	3.663003663003663	3.663003663003663
1068.0	Cerdon	Auvergne-Rhône-Alpes	46.0720202633	5.47577586118	777.0	84.0	1.0	5	6.435006435006435	6.435006435006435
1069.0	Certines	Auvergne-Rhône-Alpes	46.1337950959	5.26239539372	1544.0	84.0	1.0	2	1.2953367875647668	1.2953367875647668
1071.0	Cessy	Auvergne-Rhône-Alpes	46.315689376	6.0779844362	5413.0	84.0	1.0	1	0.18474043968224643	0.18474043968224643
1072.0	Ceyzériat	Auvergne-Rhône-Alpes	46.1832170988	5.32007207542	3349.0	84.0	1.0	1	0.2985965959988056	0.2985965959988056
1074.0	Chalamont	Auvergne-Rhône-Alpes	46.0076491739	5.16936568	2595.0	84.0	1.0	4	1.5414258188824663	1.5414258188824663
1075.0	Chaleins	Auvergne-Rhône-Alpes	46.0340545373	4.79853838574	1463.0	84.0	1.0	1	0.6835269993164731	0.6835269993164731
1078.0	Challex	Auvergne-Rhône-Alpes	46.1768358327	5.97115092939	1655.0	84.0	1.0	1	0.6042296072507553	0.6042296072507553
1079.0	Champagne-en-Valromey	Auvergne-Rhône-Alpes	45.9316447397	5.69321890072	856.0	84.0	1.0	1	1.1682242990654206	1.1682242990654206
1080.0	Champdor-Corcelles	Auvergne-Rhône-Alpes	46.0198844188	5.60008759722	660.0	84.0	1.0	1	1.5151515151515151	1.5151515151515151
1081.0	Champfromier	Auvergne-Rhône-Alpes	46.220365768	5.82233573131	740.0	84.0	1.0	2	2.7027027027027026	2.7027027027027026
1082.0	Chanay	Auvergne-Rhône-Alpes	46.005695299	5.76893393185	629.0	84.0	1.0	2	3.179650238473768	3.179650238473768
1083.0	Chaneins	Auvergne-Rhône-Alpes	46.0934984191	4.85473364691	1022.0	84.0	1.0	1	0.9784735812133072	0.9784735812133072
1084.0	Chanoz-Châtenay	Auvergne-Rhône-Alpes	46.1861812234	5.02807719246	949.0	84.0	1.0	2	2.107481559536354	2.107481559536354
1085.0	La Chapelle-du-Châtelard	Auvergne-Rhône-Alpes	46.0744536905	5.02162055898	400.0	84.0	1.0	1	2.5	2.5
1088.0	Charnoz-sur-Ain	Auvergne-Rhône-Alpes	45.8736786869	5.2211032563	927.0	84.0	1.0	2	2.157497303128371	2.157497303128371
1089.0	Château-Gaillard	Auvergne-Rhône-Alpes	45.9730390239	5.30754273532	2335.0	84.0	1.0	1	0.4282655246252676	0.4282655246252676
1092.0	Châtillon-la-Palud	Auvergne-Rhône-Alpes	45.9748017433	5.2416027725	1710.0	84.0	1.0	2	1.1695906432748537	1.1695906432748537
1093.0	Châtillon-sur-Chalaronne	Auvergne-Rhône-Alpes	46.1232390685	4.95810003714	5255.0	84.0	1.0	8	1.522359657469077	1.522359657469077
1094.0	Chavannes-sur-Reyssouze	Auvergne-Rhône-Alpes	46.4379785193	5.00693749662	779.0	84.0	1.0	1	1.2836970474967906	1.2836970474967906
1095.0	Nivigne et Suran	Auvergne-Rhône-Alpes	46.2750157946	5.41649423093	850.0	84.0	1.0	3	3.5294117647058827	3.5294117647058827
1096.0	Chaveyriat	Auvergne-Rhône-Alpes	46.1991513767	5.0564069258	1064.0	84.0	1.0	2	1.8796992481203008	1.8796992481203008
1098.0	Chazey-Bons	Auvergne-Rhône-Alpes	45.7925770617	5.68477063188	1227.0	84.0	1.0	2	1.6299918500407498	1.6299918500407498
1099.0	Chazey-sur-Ain	Auvergne-Rhône-Alpes	45.8929448968	5.25528498524	1660.0	84.0	1.0	3	1.8072289156626506	1.8072289156626506
1100.0	Cheignieu-la-Balme	Auvergne-Rhône-Alpes	45.8227204334	5.6050023969	135.0	84.0	1.0	1	7.407407407407407	7.407407407407407
1102.0	Chevroux	Auvergne-Rhône-Alpes	46.38249255	4.96288275972	989.0	84.0	1.0	3	3.033367037411527	3.033367037411527
1104.0	Chézery-Forens	Auvergne-Rhône-Alpes	46.222573373	5.87248105275	457.0	84.0	1.0	2	4.3763676148796495	4.3763676148796495
1105.0	Civrieux	Auvergne-Rhône-Alpes	45.922467454	4.88633786877	1969.0	84.0	1.0	1	0.5078720162519045	0.5078720162519045
1106.0	Cize	Auvergne-Rhône-Alpes	46.2003848172	5.45082526739	183.0	84.0	1.0	1	5.46448087431694	5.46448087431694
1107.0	Cleyzieu	Auvergne-Rhône-Alpes	45.902146623	5.43272695486	144.0	84.0	1.0	1	6.944444444444444	6.944444444444444
1108.0	Coligny	Auvergne-Rhône-Alpes	46.3866637865	5.3308227014	1241.0	84.0	1.0	3	2.4174053182917006	2.4174053182917006
1109.0	Collonges	Auvergne-Rhône-Alpes	46.1419227898	5.90040256654	2296.0	84.0	1.0	1	0.4355400696864111	0.4355400696864111
1110.0	Colomieu	Auvergne-Rhône-Alpes	45.7361469025	5.62670101041	165.0	84.0	1.0	1	6.0606060606060606	6.0606060606060606
1112.0	Condamine	Auvergne-Rhône-Alpes	46.105831161	5.55568206762	479.0	84.0	1.0	1	2.08768267223382	2.08768267223382
1113.0	Condeissiat	Auvergne-Rhône-Alpes	46.1538469834	5.08437171701	827.0	84.0	1.0	2	2.4183796856106405	2.4183796856106405
1114.0	Confort	Auvergne-Rhône-Alpes	46.1543700156	5.83319395258	696.0	84.0	1.0	1	1.4367816091954022	1.4367816091954022
1115.0	Confrançon	Auvergne-Rhône-Alpes	46.270304175	5.05775217893	1379.0	84.0	1.0	2	1.4503263234227701	1.4503263234227701
1116.0	Contrevoz	Auvergne-Rhône-Alpes	45.8009403071	5.62087768159	507.0	84.0	1.0	2	3.9447731755424065	3.9447731755424065
1117.0	Conzieu	Auvergne-Rhône-Alpes	45.7253102173	5.60442351043	150.0	84.0	1.0	1	6.666666666666667	6.666666666666667
1118.0	Corbonod	Auvergne-Rhône-Alpes	45.9659473187	5.78961970355	1313.0	84.0	1.0	1	0.7616146230007617	0.7616146230007617
1123.0	Cormoranche-sur-Saône	Auvergne-Rhône-Alpes	46.2403530179	4.8276569593	1199.0	84.0	1.0	1	0.8340283569641368	0.8340283569641368
1124.0	Cormoz	Auvergne-Rhône-Alpes	46.4336632942	5.22181275755	708.0	84.0	1.0	1	1.4124293785310735	1.4124293785310735
1125.0	Corveissiat	Auvergne-Rhône-Alpes	46.2505107235	5.47152467919	608.0	84.0	1.0	2	3.289473684210526	3.289473684210526
1127.0	Courmangoux	Auvergne-Rhône-Alpes	46.3267864521	5.35558241812	512.0	84.0	1.0	1	1.953125	1.953125
1128.0	Courtes	Auvergne-Rhône-Alpes	46.4570082032	5.11128546723	301.0	84.0	1.0	1	3.3222591362126246	3.3222591362126246
1129.0	Crans	Auvergne-Rhône-Alpes	45.9663793103	5.19490390871	311.0	84.0	1.0	2	6.430868167202572	6.430868167202572
1130.0	Bresse Vallons	Auvergne-Rhône-Alpes	46.3130831891	5.17796707174	2418.0	84.0	1.0	2	0.8271298593879239	0.8271298593879239
1134.0	Crottet	Auvergne-Rhône-Alpes	46.283072336	4.87747971182	1866.0	84.0	1.0	2	1.0718113612004287	1.0718113612004287
1135.0	Crozet	Auvergne-Rhône-Alpes	46.2915659686	5.99510417092	2356.0	84.0	1.0	1	0.4244482173174873	0.4244482173174873
1136.0	Cruzilles-lès-Mépillat	Auvergne-Rhône-Alpes	46.2220588715	4.8752193513	964.0	84.0	1.0	1	1.037344398340249	1.037344398340249
1138.0	Culoz-Béon	Auvergne-Rhône-Alpes	45.8559966843	5.78398308932	3495.0	84.0	1.0	3	0.8583690987124463	0.8583690987124463
1139.0	Curciat-Dongalon	Auvergne-Rhône-Alpes	46.4885456881	5.16344336837	462.0	84.0	1.0	1	2.1645021645021645	2.1645021645021645
1140.0	Curtafond	Auvergne-Rhône-Alpes	46.273150382	5.1020896267	803.0	84.0	1.0	2	2.4906600249066004	2.4906600249066004
1143.0	Divonne-les-Bains	Auvergne-Rhône-Alpes	46.3756333495	6.1158647611	10353.0	84.0	1.0	3	0.28977108084613157	0.28977108084613157
1145.0	Dompierre-sur-Veyle	Auvergne-Rhône-Alpes	46.0667883703	5.21665199666	1232.0	84.0	1.0	1	0.8116883116883118	0.8116883116883118
1148.0	Dortan	Auvergne-Rhône-Alpes	46.3133221173	5.64146584117	1992.0	84.0	1.0	2	1.004016064257028	1.004016064257028
1149.0	Douvres	Auvergne-Rhône-Alpes	45.984297392	5.37106901673	1123.0	84.0	1.0	1	0.8904719501335707	0.8904719501335707
1150.0	Drom	Auvergne-Rhône-Alpes	46.2196603059	5.36799994918	220.0	84.0	1.0	1	4.545454545454545	4.545454545454545
1151.0	Druillat	Auvergne-Rhône-Alpes	46.067579544	5.29361666429	1168.0	84.0	1.0	1	0.8561643835616438	0.8561643835616438
1152.0	Échallon	Auvergne-Rhône-Alpes	46.2271364137	5.73330448395	791.0	84.0	1.0	1	1.2642225031605563	1.2642225031605563
1153.0	Échenevex	Auvergne-Rhône-Alpes	46.3160845207	6.01926187996	2202.0	84.0	1.0	1	0.45413260672116257	0.45413260672116257
1157.0	Fareins	Auvergne-Rhône-Alpes	46.020997974	4.7620080898	2487.0	84.0	1.0	2	0.8041817450743868	0.8041817450743868
1159.0	Feillens	Auvergne-Rhône-Alpes	46.3365833672	4.88507050971	3452.0	84.0	1.0	2	0.5793742757821553	0.5793742757821553
1160.0	Ferney-Voltaire	Auvergne-Rhône-Alpes	46.2519789243	6.10826403805	11093.0	84.0	1.0	11	0.9916163346254394	0.9916163346254394
1162.0	Flaxieu	Auvergne-Rhône-Alpes	45.8113298005	5.74459048839	67.0	84.0	1.0	2	29.850746268656717	10.0
1163.0	Foissiat	Auvergne-Rhône-Alpes	46.3784759782	5.18483641417	2047.0	84.0	1.0	2	0.9770395701025891	0.9770395701025891
1165.0	Francheleins	Auvergne-Rhône-Alpes	46.0735946256	4.81293575559	1619.0	84.0	1.0	1	0.6176652254478073	0.6176652254478073
1166.0	Frans	Auvergne-Rhône-Alpes	45.9939065077	4.78033196905	2518.0	84.0	1.0	2	0.7942811755361397	0.7942811755361397
1169.0	Genouilleux	Auvergne-Rhône-Alpes	46.1201611728	4.79288195016	672.0	84.0	1.0	1	1.488095238095238	1.488095238095238
1173.0	Gex	Auvergne-Rhône-Alpes	46.3471891747	6.04650555568	13391.0	84.0	1.0	4	0.29870808752146966	0.29870808752146966
1179.0	Grièges	Auvergne-Rhône-Alpes	46.2633634407	4.84621318847	1953.0	84.0	1.0	1	0.5120327700972862	0.5120327700972862
1180.0	Grilly	Auvergne-Rhône-Alpes	46.3318810665	6.11366767978	884.0	84.0	1.0	1	1.1312217194570138	1.1312217194570138
1183.0	Guéreins	Auvergne-Rhône-Alpes	46.106624674	4.78159420118	1524.0	84.0	1.0	1	0.6561679790026247	0.6561679790026247
1184.0	Hautecourt-Romanèche	Auvergne-Rhône-Alpes	46.1611241927	5.42944457639	785.0	84.0	1.0	1	1.2738853503184713	1.2738853503184713
1185.0	Plateau d'Hauteville	Auvergne-Rhône-Alpes	45.9696520061	5.57627261783	4965.0	84.0	1.0	3	0.6042296072507553	0.6042296072507553
1187.0	Haut Valromey	Auvergne-Rhône-Alpes	46.0317412192	5.70267027388	627.0	84.0	1.0	2	3.189792663476874	3.189792663476874
1188.0	Illiat	Auvergne-Rhône-Alpes	46.1866986838	4.88840344003	710.0	84.0	1.0	1	1.4084507042253522	1.4084507042253522
1189.0	Injoux-Génissiat	Auvergne-Rhône-Alpes	46.0497734524	5.75991363273	1154.0	84.0	1.0	2	1.7331022530329288	1.7331022530329288
1190.0	Innimond	Auvergne-Rhône-Alpes	45.7919647191	5.57389398559	90.0	84.0	1.0	1	11.11111111111111	10.0
1192.0	Izernore	Auvergne-Rhône-Alpes	46.2179780137	5.56258251719	2321.0	84.0	1.0	5	2.1542438604049976	2.1542438604049976
1193.0	Izieu	Auvergne-Rhône-Alpes	45.6557496407	5.63909140794	228.0	84.0	1.0	1	4.385964912280701	4.385964912280701
1194.0	Jassans-Riottier	Auvergne-Rhône-Alpes	45.9777239103	4.75984637871	6450.0	84.0	1.0	3	0.4651162790697675	0.4651162790697675
1195.0	Jasseron	Auvergne-Rhône-Alpes	46.2150037064	5.31215372338	1900.0	84.0	1.0	3	1.5789473684210527	1.5789473684210527
1196.0	Jayat	Auvergne-Rhône-Alpes	46.3660828991	5.11429701617	1280.0	84.0	1.0	1	0.78125	0.78125
1197.0	Journans	Auvergne-Rhône-Alpes	46.1464982407	5.33452833151	388.0	84.0	1.0	1	2.577319587628866	2.577319587628866
1198.0	Joyeux	Auvergne-Rhône-Alpes	45.9499899849	5.10261326872	264.0	84.0	1.0	1	3.787878787878788	3.787878787878788
1199.0	Jujurieux	Auvergne-Rhône-Alpes	46.0497041467	5.41094771899	2168.0	84.0	1.0	4	1.8450184501845017	1.8450184501845017
1200.0	Labalme	Auvergne-Rhône-Alpes	46.0932491295	5.49438685213	215.0	84.0	1.0	1	4.651162790697675	4.651162790697675
1202.0	Lagnieu	Auvergne-Rhône-Alpes	45.8917015798	5.32917518895	7390.0	84.0	1.0	3	0.40595399188092013	0.40595399188092013
1203.0	Laiz	Auvergne-Rhône-Alpes	46.2469919709	4.89933490972	1328.0	84.0	1.0	1	0.7530120481927711	0.7530120481927711
1208.0	Lavours	Auvergne-Rhône-Alpes	45.8108837933	5.77267317838	137.0	84.0	1.0	1	7.299270072992701	7.299270072992701
1209.0	Léaz	Auvergne-Rhône-Alpes	46.1086518044	5.87649017888	833.0	84.0	1.0	2	2.4009603841536613	2.4009603841536613
1210.0	Lélex	Auvergne-Rhône-Alpes	46.2855010936	5.92927713771	234.0	84.0	1.0	1	4.273504273504274	4.273504273504274
1211.0	Lent	Auvergne-Rhône-Alpes	46.1160216305	5.20200684747	1446.0	84.0	1.0	2	1.3831258644536653	1.3831258644536653
1212.0	Lescheroux	Auvergne-Rhône-Alpes	46.4114892731	5.15107164478	722.0	84.0	1.0	1	1.3850415512465375	1.3850415512465375
1215.0	Surjoux-Lhopital	Auvergne-Rhône-Alpes	46.0238143134	5.76236736492	145.0	84.0	1.0	1	6.896551724137931	6.896551724137931
1216.0	Lhuis	Auvergne-Rhône-Alpes	45.7444141403	5.53602066955	913.0	84.0	1.0	2	2.190580503833516	2.190580503833516
1224.0	Loyettes	Auvergne-Rhône-Alpes	45.7921564114	5.21770971647	3416.0	84.0	1.0	1	0.2927400468384075	0.2927400468384075
1227.0	Magnieu	Auvergne-Rhône-Alpes	45.7754050255	5.71540945601	667.0	84.0	1.0	1	1.4992503748125936	1.4992503748125936
1228.0	Maillat	Auvergne-Rhône-Alpes	46.1201642836	5.52854394238	693.0	84.0	1.0	1	1.443001443001443	1.443001443001443
1229.0	Malafretaz	Auvergne-Rhône-Alpes	46.3295545661	5.14386299599	1234.0	84.0	1.0	1	0.8103727714748784	0.8103727714748784
1231.0	Manziat	Auvergne-Rhône-Alpes	46.3643830585	4.90242777155	2005.0	84.0	1.0	1	0.4987531172069825	0.4987531172069825
1232.0	Marboz	Auvergne-Rhône-Alpes	46.3434312497	5.24374534963	2310.0	84.0	1.0	1	0.4329004329004329	0.4329004329004329
1233.0	Marchamp	Auvergne-Rhône-Alpes	45.7738495266	5.54985181107	137.0	84.0	1.0	1	7.299270072992701	7.299270072992701
1235.0	Marlieux	Auvergne-Rhône-Alpes	46.0549073186	5.0741150816	1267.0	84.0	1.0	1	0.7892659826361483	0.7892659826361483
1236.0	Marsonnas	Auvergne-Rhône-Alpes	46.3409117711	5.06434294764	1059.0	84.0	1.0	1	0.9442870632672333	0.9442870632672333
1238.0	Massieux	Auvergne-Rhône-Alpes	45.9094016817	4.82779660051	2781.0	84.0	1.0	1	0.3595828838547285	0.3595828838547285
1240.0	Matafelon-Granges	Auvergne-Rhône-Alpes	46.2565319445	5.53958933702	646.0	84.0	1.0	1	1.5479876160990713	1.5479876160990713
1241.0	Meillonnas	Auvergne-Rhône-Alpes	46.244997627	5.33594738489	1418.0	84.0	1.0	4	2.8208744710860367	2.8208744710860367
1242.0	Mérignat	Auvergne-Rhône-Alpes	46.0648564341	5.44210660051	138.0	84.0	1.0	1	7.246376811594203	7.246376811594203
1243.0	Messimy-sur-Saône	Auvergne-Rhône-Alpes	46.0472670758	4.75935643933	1326.0	84.0	1.0	2	1.5082956259426847	1.5082956259426847
1244.0	Meximieux	Auvergne-Rhône-Alpes	45.9060530318	5.20404833653	8227.0	84.0	1.0	2	0.24310198128114743	0.24310198128114743
1245.0	Bohas-Meyriat-Rignat	Auvergne-Rhône-Alpes	46.1427060662	5.3780109646	986.0	84.0	1.0	1	1.0141987829614605	1.0141987829614605
1246.0	Mézériat	Auvergne-Rhône-Alpes	46.2423102101	5.04725416984	2231.0	84.0	1.0	1	0.44822949350067237	0.44822949350067237
1247.0	Mijoux	Auvergne-Rhône-Alpes	46.3622451724	6.00902631941	310.0	84.0	1.0	3	9.67741935483871	9.67741935483871
1248.0	Mionnay	Auvergne-Rhône-Alpes	45.8955939299	4.92416967439	2279.0	84.0	1.0	1	0.43878894251864853	0.43878894251864853
1249.0	Miribel	Auvergne-Rhône-Alpes	45.8442099203	4.94106746787	10375.0	84.0	1.0	7	0.6746987951807228	0.6746987951807228
1250.0	Misérieux	Auvergne-Rhône-Alpes	45.9762325343	4.81028471711	2265.0	84.0	1.0	1	0.44150110375275936	0.44150110375275936
1252.0	Mogneneins	Auvergne-Rhône-Alpes	46.1446696076	4.820110702	826.0	84.0	1.0	2	2.4213075060532687	2.4213075060532687
1254.0	Montagnat	Auvergne-Rhône-Alpes	46.1686969123	5.27962107938	2194.0	84.0	1.0	2	0.9115770282588879	0.9115770282588879
1258.0	Montceaux	Auvergne-Rhône-Alpes	46.0962893261	4.80453564172	1221.0	84.0	1.0	1	0.819000819000819	0.819000819000819
1260.0	Le Montellier	Auvergne-Rhône-Alpes	45.9287482486	5.07092815964	324.0	84.0	1.0	2	6.172839506172839	6.172839506172839
1261.0	Monthieux	Auvergne-Rhône-Alpes	45.9622791838	4.94555984534	706.0	84.0	1.0	2	2.8328611898017	2.8328611898017
1262.0	Montluel	Auvergne-Rhône-Alpes	45.8909006209	5.01987566185	6918.0	84.0	1.0	9	1.3009540329575022	1.3009540329575022
1263.0	Montmerle-sur-Saône	Auvergne-Rhône-Alpes	46.0849573236	4.7608579486	3882.0	84.0	1.0	1	0.25759917568263785	0.25759917568263785
1264.0	Montracol	Auvergne-Rhône-Alpes	46.1867200301	5.11706011755	1026.0	84.0	1.0	2	1.949317738791423	1.949317738791423
1265.0	Montréal-la-Cluse	Auvergne-Rhône-Alpes	46.1795688194	5.59510550127	3628.0	84.0	1.0	1	0.2756339581036384	0.2756339581036384
1266.0	Montrevel-en-Bresse	Auvergne-Rhône-Alpes	46.3252811442	5.11295966315	2625.0	84.0	1.0	3	1.142857142857143	1.142857142857143
1267.0	Nurieux-Volognat	Auvergne-Rhône-Alpes	46.1830720992	5.51435812316	1019.0	84.0	1.0	2	1.9627085377821392	1.9627085377821392
1268.0	Murs-et-Gélignieux	Auvergne-Rhône-Alpes	45.6420014274	5.66039684889	243.0	84.0	1.0	1	4.11522633744856	4.11522633744856
1269.0	Nantua	Auvergne-Rhône-Alpes	46.1537845403	5.61352793799	3583.0	84.0	1.0	5	1.3954786491766675	1.3954786491766675
1272.0	Neuville-les-Dames	Auvergne-Rhône-Alpes	46.1567753049	5.00942432434	1533.0	84.0	1.0	2	1.304631441617743	1.304631441617743
1273.0	Neuville-sur-Ain	Auvergne-Rhône-Alpes	46.0909654813	5.37349784691	1824.0	84.0	1.0	4	2.1929824561403506	2.1929824561403506
1275.0	Neyron	Auvergne-Rhône-Alpes	45.8184192468	4.9309045685	2579.0	84.0	1.0	1	0.38774718883288095	0.38774718883288095
1276.0	Niévroz	Auvergne-Rhône-Alpes	45.8222941077	5.05949629195	1653.0	84.0	1.0	1	0.604960677555959	0.604960677555959
1281.0	Ornex	Auvergne-Rhône-Alpes	46.2774557513	6.09454723599	4870.0	84.0	1.0	1	0.2053388090349076	0.2053388090349076
1282.0	Outriaz	Auvergne-Rhône-Alpes	46.067796636	5.55697547429	263.0	84.0	1.0	1	3.802281368821293	3.802281368821293
1283.0	Oyonnax	Auvergne-Rhône-Alpes	46.2605435859	5.65344320923	22689.0	84.0	1.0	10	0.44074220988144036	0.44074220988144036
1284.0	Ozan	Auvergne-Rhône-Alpes	46.3867168877	4.91805840196	739.0	84.0	1.0	1	1.3531799729364007	1.3531799729364007
1286.0	Parves et Nattages	Auvergne-Rhône-Alpes	45.7437340183	5.73800737134	992.0	84.0	1.0	3	3.0241935483870965	3.0241935483870965
1288.0	Péron	Auvergne-Rhône-Alpes	46.1913554154	5.91968751164	2900.0	84.0	1.0	1	0.3448275862068965	0.3448275862068965
1289.0	Péronnas	Auvergne-Rhône-Alpes	46.1711903413	5.21802169564	6709.0	84.0	1.0	3	0.4471605306304964	0.4471605306304964
1290.0	Pérouges	Auvergne-Rhône-Alpes	45.8803945768	5.17955874977	1378.0	84.0	1.0	82	59.50653120464441	10.0
1291.0	Perrex	Auvergne-Rhône-Alpes	46.2465065604	4.97464940331	874.0	84.0	1.0	2	2.288329519450801	2.288329519450801
1294.0	Peyrieu	Auvergne-Rhône-Alpes	45.6762428663	5.67912809192	927.0	84.0	1.0	1	1.0787486515641855	1.0787486515641855
1297.0	Pizay	Auvergne-Rhône-Alpes	45.8928509581	5.08915465965	931.0	84.0	1.0	1	1.0741138560687433	1.0741138560687433
1299.0	Le Plantay	Auvergne-Rhône-Alpes	46.0230264227	5.08912046926	587.0	84.0	1.0	2	3.4071550255536627	3.4071550255536627
